idno,complex_id,protein_id
7071,GNAI1-GNB1-GNG8 complex,P63096
7071,GNAI1-GNB1-GNG8 complex,Q9UK08
7072,GNAI1-GNB2-GNG8 complex,P62879
7072,GNAI1-GNB2-GNG8 complex,P63096
7072,GNAI1-GNB2-GNG8 complex,Q9UK08
7073,GNAI1-GNB3-GNG8 complex,P16520
7073,GNAI1-GNB3-GNG8 complex,P63096
7073,GNAI1-GNB3-GNG8 complex,Q9UK08
7074,GNAI1-GNB4-GNG8 complex,P63096
7074,GNAI1-GNB4-GNG8 complex,Q9HAV0
7074,GNAI1-GNB4-GNG8 complex,Q9UK08
7075,GNAI1-GNB5-GNG8 complex,O14775
7075,GNAI1-GNB5-GNG8 complex,P63096
7075,GNAI1-GNB5-GNG8 complex,Q9UK08
7076,GNAI1-GNB1-GNG10 complex,P50151
7076,GNAI1-GNB1-GNG10 complex,P62873
7076,GNAI1-GNB1-GNG10 complex,P63096
7077,GNAI1-GNB2-GNG10 complex,P50151
7077,GNAI1-GNB2-GNG10 complex,P62879
7077,GNAI1-GNB2-GNG10 complex,P63096
7078,GNAI1-GNB3-GNG10 complex,P16520
7078,GNAI1-GNB3-GNG10 complex,P50151
7078,GNAI1-GNB3-GNG10 complex,P63096
7079,GNAI1-GNB4-GNG10 complex,P50151
7079,GNAI1-GNB4-GNG10 complex,P63096
7079,GNAI1-GNB4-GNG10 complex,Q9HAV0
7080,GNAI1-GNB5-GNG10 complex,O14775
7080,GNAI1-GNB5-GNG10 complex,P50151
7080,GNAI1-GNB5-GNG10 complex,P63096
7081,GNAI1-GNB1-GNG11 complex,P61952
7081,GNAI1-GNB1-GNG11 complex,P62873
7081,GNAI1-GNB1-GNG11 complex,P63096
7082,GNAI1-GNB2-GNG11 complex,P61952
7082,GNAI1-GNB2-GNG11 complex,P62879
7082,GNAI1-GNB2-GNG11 complex,P63096
7083,GNAI1-GNB3-GNG11 complex,P16520
7083,GNAI1-GNB3-GNG11 complex,P61952
7083,GNAI1-GNB3-GNG11 complex,P63096
7084,GNAI1-GNB4-GNG11 complex,P61952
7084,GNAI1-GNB4-GNG11 complex,P63096
7084,GNAI1-GNB4-GNG11 complex,Q9HAV0
7085,GNAI1-GNB5-GNG11 complex,O14775
7085,GNAI1-GNB5-GNG11 complex,P61952
7085,GNAI1-GNB5-GNG11 complex,P63096
7086,GNAI1-GNB1-GNG12 complex,P62873
7086,GNAI1-GNB1-GNG12 complex,P63096
7087,GNAI1-GNB2-GNG12 complex,P62879
7087,GNAI1-GNB2-GNG12 complex,P63096
7087,GNAI1-GNB2-GNG12 complex,Q9UBI6
7088,GNAI1-GNB3-GNG12 complex,P16520
7088,GNAI1-GNB3-GNG12 complex,P63096
7088,GNAI1-GNB3-GNG12 complex,Q9UBI6
7089,GNAI1-GNB4-GNG12 complex,P63096
7089,GNAI1-GNB4-GNG12 complex,Q9HAV0
7089,GNAI1-GNB4-GNG12 complex,Q9UBI6
7090,GNAI1-GNB5-GNG12 complex,O14775
7090,GNAI1-GNB5-GNG12 complex,P63096
7090,GNAI1-GNB5-GNG12 complex,Q9UBI6
7092,GNAI1-GNB1-GNG13 complex,P62873
7092,GNAI1-GNB1-GNG13 complex,P63096
7092,GNAI1-GNB1-GNG13 complex,Q9P2W3
7093,GNAI1-GNB2-GNG13 complex,P62879
7093,GNAI1-GNB2-GNG13 complex,P63096
7093,GNAI1-GNB2-GNG13 complex,Q9P2W3
7094,GNAI1-GNB3-GNG13 complex,P16520
7094,GNAI1-GNB3-GNG13 complex,P63096
7094,GNAI1-GNB3-GNG13 complex,Q9P2W3
7095,GNAI1-GNB4-GNG13 complex,P63096
7095,GNAI1-GNB4-GNG13 complex,Q9HAV0
7095,GNAI1-GNB4-GNG13 complex,Q9P2W3
7096,GNAI1-GNB5-GNG13 complex,O14775
7096,GNAI1-GNB5-GNG13 complex,P63096
7096,GNAI1-GNB5-GNG13 complex,Q9P2W3
7097,GNAS-L-GNB1-GNG1 complex,P62873
7097,GNAS-L-GNB1-GNG1 complex,P63092
7097,GNAS-L-GNB1-GNG1 complex,P63211
7098,ASAH1-NR5A1 complex,Q13285
7098,ASAH1-NR5A1 complex,Q13510
7099,ASAH1-NR5A1-SAPD complex,P07602
7099,ASAH1-NR5A1-SAPD complex,Q13285
7099,ASAH1-NR5A1-SAPD complex,Q13510
7100,DNAAF2-HEATR2-SPAG1 complex,Q07617
7100,DNAAF2-HEATR2-SPAG1 complex,Q86Y56
7100,DNAAF2-HEATR2-SPAG1 complex,Q9NVR5
7101,AURKB-VRK1 complex,Q96GD4
7101,AURKB-VRK1 complex,Q99986
7102,SOX2-VRK1 complex,P48431
7102,SOX2-VRK1 complex,Q99986
7103,NBS1-VRK1 complex,O60934
7103,NBS1-VRK1 complex,Q99986
7104,NBN\u2013RNF8-VRK1 complex,O60934
7104,NBN\u2013RNF8-VRK1 complex,O76064
7104,NBN\u2013RNF8-VRK1 complex,Q99986
7105,PRRX1-UCHL1 complex,P09936
7105,PRRX1-UCHL1 complex,P54821
7106,PRRX2-UCHL1 complex,P09936
7106,PRRX2-UCHL1 complex,Q99811
7107,IGF2R-PLAUR-PLG complex,P00747
7107,IGF2R-PLAUR-PLG complex,P11717
7107,IGF2R-PLAUR-PLG complex,Q03405
7108,IGF2R-PLAUR complex,P11717
7108,IGF2R-PLAUR complex,Q03405
7109,IGF2R-PLAUR-PLAU complex,P00749
7109,IGF2R-PLAUR-PLAU complex,P11717
7109,IGF2R-PLAUR-PLAU complex,Q03405
7110,IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex,P00747
7110,IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex,P00749
7110,IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex,P01137
7110,IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex,P11717
7110,IGF2R-PLG-PLAU-PLAUR-LTGFbeta1 complex,Q03405
7111,NUFIP2-Roquin1 complex,Q5TC82
7111,NUFIP2-Roquin1 complex,Q7Z417
7112,PLAUR-PLAU complex,P00749
7112,PLAUR-PLAU complex,Q03405
7113,ABRAXAS2-SHMT1 complex,P34896
7113,ABRAXAS2-SHMT1 complex,Q15018
7114,ABRAXAS2-SHMT2 complex,P34897
7114,ABRAXAS2-SHMT2 complex,Q15018
7116,GRB7-PTK2 complex,Q05397
7116,GRB7-PTK2 complex,Q14451
7122,"TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9), mitochondrial",P38646
7122,"TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9), mitochondrial",Q8TAA5
7122,"TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9), mitochondrial",Q9HAV7
7123,"TIM23(motor) subcomplex (GRPEL1, GRPEL2), mitochondrial",Q8TAA5
7123,"TIM23(motor) subcomplex (GRPEL1, GRPEL2), mitochondrial",Q9HAV7
7124,"TIM23(motor) subcomplex (GRPEL1, HSPA9), mitochondrial",P38646
7124,"TIM23(motor) subcomplex (GRPEL1, HSPA9), mitochondrial",Q9HAV7
7125,"TIM23(motor) subcomplex (GRPEL2, HSPA9), mitochondrial",P38646
7125,"TIM23(motor) subcomplex (GRPEL2, HSPA9), mitochondrial",Q8TAA5
7126,"TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9, TIMM44), mitochondrial",O43615
7126,"TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9, TIMM44), mitochondrial",P38646
7126,"TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9, TIMM44), mitochondrial",Q8TAA5
7126,"TIM23(motor) subcomplex (GRPEL1, GRPEL2, HSPA9, TIMM44), mitochondrial",Q9HAV7
7127,GSKIP-GSK3B-PRKAR2A complex,P13861
7127,GSKIP-GSK3B-PRKAR2A complex,P49841
7127,GSKIP-GSK3B-PRKAR2A complex,Q9P0R6
7129,GSKIP-PRKAR2B complex,P31323
7129,GSKIP-PRKAR2B complex,Q9P0R6
7130,PRKAR2A-GSKIP-GSK3B-DNM1L complex,O00429
7130,PRKAR2A-GSKIP-GSK3B-DNM1L complex,P13861
7130,PRKAR2A-GSKIP-GSK3B-DNM1L complex,P49841
7130,PRKAR2A-GSKIP-GSK3B-DNM1L complex,Q9P0R6
7131,COMMD1-CCDC22-CCDC93-C16orf62 complex,O60826
7131,COMMD1-CCDC22-CCDC93-C16orf62 complex,Q567U6
7131,COMMD1-CCDC22-CCDC93-C16orf62 complex,Q7Z3J2
7131,COMMD1-CCDC22-CCDC93-C16orf62 complex,Q8N668
7132,CCDC22-CCDC93-C16orf62 complex,O60826
7132,CCDC22-CCDC93-C16orf62 complex,Q567U6
7132,CCDC22-CCDC93-C16orf62 complex,Q7Z3J2
7133,CCDC93-COMMD1-COMMD6 complex,Q567U6
7133,CCDC93-COMMD1-COMMD6 complex,Q7Z4G1
7133,CCDC93-COMMD1-COMMD6 complex,Q8N668
7134,COMMD1-CCDC93-C16orf62 complex,Q567U6
7134,COMMD1-CCDC93-C16orf62 complex,Q7Z3J2
7134,COMMD1-CCDC93-C16orf62 complex,Q8N668
7135,CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,A8K0Z3
7135,CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,O60826
7135,CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,Q567U6
7135,CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,Q7Z3J2
7135,CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,Q9Y4E1
7136,VCP-SELK-DERL1 complex,P55072
7136,VCP-SELK-DERL1 complex,Q9BUN8
7136,VCP-SELK-DERL1 complex,Q9Y6D0
7139,SEC23-SEC24 adaptor complex,O95487
7139,SEC23-SEC24 adaptor complex,Q15436
7140,SEC23-SEC24-SCAP-SREBP1c complex,O95487
7140,SEC23-SEC24-SCAP-SREBP1c complex,P36956
7140,SEC23-SEC24-SCAP-SREBP1c complex,Q12770
7140,SEC23-SEC24-SCAP-SREBP1c complex,Q15436
7141,"Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)",O95487
7141,"Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)",Q15436
7141,"Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)",Q9HCU5
7141,"Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)",Q9Y6B6
7141,"Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)",Q9Y6Y8
7143,GNAS-L-GNB2-GNG1 complex,P62879
7143,GNAS-L-GNB2-GNG1 complex,P63092
7143,GNAS-L-GNB2-GNG1 complex,P63211
7144,GNAS-L-GNB3-GNG1 complex,P16520
7144,GNAS-L-GNB3-GNG1 complex,P63092
7144,GNAS-L-GNB3-GNG1 complex,P63211
7145,GNAS-L-GNB4-GNG1 complex,P63092
7145,GNAS-L-GNB4-GNG1 complex,P63211
7145,GNAS-L-GNB4-GNG1 complex,Q9HAV0
7146,GNAS-L-GNB1-GNG1 complex,O14775
7146,GNAS-L-GNB1-GNG1 complex,P63092
7146,GNAS-L-GNB1-GNG1 complex,P63211
7148,GNAS-L-GNB2-GNG2 complex,P59768
7148,GNAS-L-GNB2-GNG2 complex,P62879
7148,GNAS-L-GNB2-GNG2 complex,P63092
7149,GNAS-L-GNB3-GNG2 complex,P16520
7149,GNAS-L-GNB3-GNG2 complex,P59768
7149,GNAS-L-GNB3-GNG2 complex,P63092
7150,GNAS-L-GNB4-GNG2 complex,P59768
7150,GNAS-L-GNB4-GNG2 complex,P63092
7150,GNAS-L-GNB4-GNG2 complex,Q9HAV0
7151,GNAS-L-GNB4-GNG2 complex,O14775
7151,GNAS-L-GNB4-GNG2 complex,P59768
7151,GNAS-L-GNB4-GNG2 complex,P63092
7152,GNAS-L-GNB1-GNG3 complex,P62873
7152,GNAS-L-GNB1-GNG3 complex,P63092
7152,GNAS-L-GNB1-GNG3 complex,P63215
7153,GNAS-L-GNB2-GNG3 complex,P62879
7153,GNAS-L-GNB2-GNG3 complex,P63092
7153,GNAS-L-GNB2-GNG3 complex,P63215
7154,GNAS-L-GNB1-GNG3 complex,P16520
7154,GNAS-L-GNB1-GNG3 complex,P63092
7154,GNAS-L-GNB1-GNG3 complex,P63215
7155,GNAS-L-GNB4-GNG3 complex,P63092
7155,GNAS-L-GNB4-GNG3 complex,P63215
7155,GNAS-L-GNB4-GNG3 complex,Q9HAV0
7156,GNAS-L-GNB5-GNG3 complex,O14775
7156,GNAS-L-GNB5-GNG3 complex,P63092
7156,GNAS-L-GNB5-GNG3 complex,P63215
7157,TSC1-TSC2 complex,P49815
7157,TSC1-TSC2 complex,Q92574
7158,TSC2-DVL complex,O14640
7158,TSC2-DVL complex,P49815
7159,TSC2-GSK3-AXIN-DVL complex,O14640
7159,TSC2-GSK3-AXIN-DVL complex,O15169
7159,TSC2-GSK3-AXIN-DVL complex,P49815
7159,TSC2-GSK3-AXIN-DVL complex,P49841
7160,GNAS-L-GNB1-GNG4 complex,P50150
7160,GNAS-L-GNB1-GNG4 complex,P62873
7160,GNAS-L-GNB1-GNG4 complex,P63092
7161,GNAS-L-GNB2-GNG4 complex,P50150
7161,GNAS-L-GNB2-GNG4 complex,P62879
7161,GNAS-L-GNB2-GNG4 complex,P63092
7162,GNAS-L-GNB3-GNG4 complex,P16520
7162,GNAS-L-GNB3-GNG4 complex,P50150
7162,GNAS-L-GNB3-GNG4 complex,P63092
7163,GNAS-L-GNB4-GNG4 complex,P50150
7163,GNAS-L-GNB4-GNG4 complex,P63092
7163,GNAS-L-GNB4-GNG4 complex,Q9HAV0
7164,GNAS-L-GNB5-GNG4 complex,O14775
7164,GNAS-L-GNB5-GNG4 complex,P50150
7164,GNAS-L-GNB5-GNG4 complex,P63092
7165,GNAS-L-GNB1-GNG5 complex,P62873
7165,GNAS-L-GNB1-GNG5 complex,P63092
7165,GNAS-L-GNB1-GNG5 complex,P63218
7166,GNAS-L-GNB2-GNG5 complex,P62879
7166,GNAS-L-GNB2-GNG5 complex,P63092
7166,GNAS-L-GNB2-GNG5 complex,P63218
7167,GNAS-L-GNB3-GNG5 complex,P16520
7167,GNAS-L-GNB3-GNG5 complex,P63092
7167,GNAS-L-GNB3-GNG5 complex,P63218
7168,GNAS-L-GNB4-GNG5 complex,P63092
7168,GNAS-L-GNB4-GNG5 complex,P63218
7168,GNAS-L-GNB4-GNG5 complex,Q9HAV0
7169,GNAS-L-GNB5-GNG5 complex,O14775
7169,GNAS-L-GNB5-GNG5 complex,P63092
7169,GNAS-L-GNB5-GNG5 complex,P63218
7170,GNAS-L-GNB1-GNG7 complex,O60262
7170,GNAS-L-GNB1-GNG7 complex,P62873
7170,GNAS-L-GNB1-GNG7 complex,P63092
7171,GNAS-L-GNB2-GNG7 complex,O60262
7171,GNAS-L-GNB2-GNG7 complex,P62879
7171,GNAS-L-GNB2-GNG7 complex,P63092
7172,GNAS-L-GNB3-GNG7 complex,O60262
7172,GNAS-L-GNB3-GNG7 complex,P16520
7172,GNAS-L-GNB3-GNG7 complex,P63092
7173,GNAS-L-GNB4-GNG7 complex,O60262
7173,GNAS-L-GNB4-GNG7 complex,P63092
7173,GNAS-L-GNB4-GNG7 complex,Q9HAV0
7174,GNAS-L-GNB5-GNG7 complex,O14775
7174,GNAS-L-GNB5-GNG7 complex,O60262
7174,GNAS-L-GNB5-GNG7 complex,P63092
7175,GNAS-L-GNB1-GNG8 complex,P62873
7175,GNAS-L-GNB1-GNG8 complex,P63092
7175,GNAS-L-GNB1-GNG8 complex,Q9UK08
7176,GNAS-L-GNB2-GNG8 complex,P62879
7176,GNAS-L-GNB2-GNG8 complex,P63092
7176,GNAS-L-GNB2-GNG8 complex,Q9UK08
7177,GNAS-L-GNB3-GNG8 complex,P16520
7177,GNAS-L-GNB3-GNG8 complex,P63092
7177,GNAS-L-GNB3-GNG8 complex,Q9UK08
7178,GNAS-L-GNB4-GNG8 complex,P63092
7178,GNAS-L-GNB4-GNG8 complex,Q9HAV0
7178,GNAS-L-GNB4-GNG8 complex,Q9UK08
7179,GNAS-L-GNB5-GNG8 complex,O14775
7179,GNAS-L-GNB5-GNG8 complex,P63092
7179,GNAS-L-GNB5-GNG8 complex,Q9UK08
7180,p53-MDM2 complex,P04637-1
7180,p53-MDM2 complex,Q00987
7181,p53beta-MDM2 complex,P04637-2
7181,p53beta-MDM2 complex,Q00987
7182,p53gamma-MDM2 complex,P04637-3
7182,p53gamma-MDM2 complex,Q00987
7185,CCNB1-CCNF complex,P14635
7185,CCNB1-CCNF complex,P41002
7186,Glutamate-cysteine ligase,P48506
7186,Glutamate-cysteine ligase,P48507
7187,GNAS-L-GNB1-GNG10 complex,P50151
7187,GNAS-L-GNB1-GNG10 complex,P62873
7187,GNAS-L-GNB1-GNG10 complex,P63092
7188,GNAS-L-GNB2-GNG10 complex,P50151
7188,GNAS-L-GNB2-GNG10 complex,P62879
7188,GNAS-L-GNB2-GNG10 complex,P63092
7189,GNAS-L-GNB3-GNG10 complex,P16520
7189,GNAS-L-GNB3-GNG10 complex,P50151
7189,GNAS-L-GNB3-GNG10 complex,P63092
7190,3-Methylcrotonyl-CoA carboxylase,Q96RQ3
7190,3-Methylcrotonyl-CoA carboxylase,Q9HCC0
7191,Methionine adenosyltransferase alpha2 beta-v1,P31153
7191,Methionine adenosyltransferase alpha2 beta-v1,Q9NZL9-1
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",A5YKK6
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",O75175
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",Q92600
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",Q9C0C2
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",Q9H9A5
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",Q9NZN8
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",Q9UIV1
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",Q9UKZ1
7192,"CCR4-NOT complex, CNOT7-CNOT6-specific",Q9ULM6
7193,GNAS-L-GNB4-GNG10 complex,P50151
7193,GNAS-L-GNB4-GNG10 complex,P63092
7193,GNAS-L-GNB4-GNG10 complex,Q9HAV0
7194,GNAS-L-GNB5-GNG10 complex,O14775
7194,GNAS-L-GNB5-GNG10 complex,P50151
7194,GNAS-L-GNB5-GNG10 complex,P63092
7195,GNAS-L-GNB1-GNG11 complex,P61952
7195,GNAS-L-GNB1-GNG11 complex,P62873
7195,GNAS-L-GNB1-GNG11 complex,P63092
7196,Methionine adenosyltransferase alpha2 beta-v2,P31153
7196,Methionine adenosyltransferase alpha2 beta-v2,Q9NZL9-2
7197,Methionine adenosyltransferase alpha1 beta-v1,Q00266
7197,Methionine adenosyltransferase alpha1 beta-v1,Q9NZL9
7199,GNAS-L-GNB2-GNG11 complex,P61952
7199,GNAS-L-GNB2-GNG11 complex,P62879
7199,GNAS-L-GNB2-GNG11 complex,P63092
7201,GNAS-L-GNB3-GNG11 complex,P16520
7201,GNAS-L-GNB3-GNG11 complex,P61952
7201,GNAS-L-GNB3-GNG11 complex,P63092
7202,GNAS-L-GNB4-GNG11 complex,P61952
7202,GNAS-L-GNB4-GNG11 complex,P63092
7202,GNAS-L-GNB4-GNG11 complex,Q9HAV0
7203,GNAS-L-GNB5-GNG11 complex,O14775
7203,GNAS-L-GNB5-GNG11 complex,P61952
7203,GNAS-L-GNB5-GNG11 complex,P63092
7204,GNAS-L-GNB1-GNG12 complex,P62873
7204,GNAS-L-GNB1-GNG12 complex,P63092
7204,GNAS-L-GNB1-GNG12 complex,Q9UBI6
7205,GNAS-L-GNB2-GNG12 complex,P62879
7205,GNAS-L-GNB2-GNG12 complex,P63092
7205,GNAS-L-GNB2-GNG12 complex,Q9UBI6
7206,GNAS-L-GNB3-GNG12 complex,P16520
7206,GNAS-L-GNB3-GNG12 complex,P63092
7206,GNAS-L-GNB3-GNG12 complex,Q9UBI6
7207,GNAS-L-GNB4-GNG12 complex,P63092
7207,GNAS-L-GNB4-GNG12 complex,Q9HAV0
7207,GNAS-L-GNB4-GNG12 complex,Q9UBI6
7208,GNAS-L-GNB5-GNG12 complex,O14775
7208,GNAS-L-GNB5-GNG12 complex,P63092
7208,GNAS-L-GNB5-GNG12 complex,Q9UBI6
7209,GNAS-L-GNB1-GNG13 complex,P62873
7209,GNAS-L-GNB1-GNG13 complex,P63092
7209,GNAS-L-GNB1-GNG13 complex,Q9P2W3
7210,GNAS-L-GNB2-GNG13 complex,P62879
7210,GNAS-L-GNB2-GNG13 complex,P63092
7210,GNAS-L-GNB2-GNG13 complex,Q9P2W3
7211,GNAS-L-GNB3-GNG13 complex,P16520
7211,GNAS-L-GNB3-GNG13 complex,P63092
7211,GNAS-L-GNB3-GNG13 complex,Q9P2W3
7212,GNAS-L-GNB4-GNG13 complex,P63092
7212,GNAS-L-GNB4-GNG13 complex,Q9HAV0
7212,GNAS-L-GNB4-GNG13 complex,Q9P2W3
7213,GNAS-L-GNB5-GNG13 complex,O14775
7213,GNAS-L-GNB5-GNG13 complex,P63092
7213,GNAS-L-GNB5-GNG13 complex,Q9P2W3
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",A5YKK6
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",O75175
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",Q92600
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",Q96LI5
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",Q9C0C2
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",Q9H9A5
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",Q9NZN8
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",Q9UIV1
7214,"CCR4-NOT complex, CNOT7-CNOT6L-specific",Q9UKZ1
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",A5YKK6
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",O75175
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",Q92600
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",Q9C0C2
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",Q9H9A5
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",Q9NZN8
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",Q9UFF9
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",Q9UKZ1
7215,"CCR4-NOT complex, CNOT8-CNOT6-specific",Q9ULM6
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",A5YKK6
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",O75175
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",Q92600
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",Q96LI5
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",Q9C0C2
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",Q9H9A5
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",Q9NZN8
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",Q9UFF9
7216,"CCR4-NOT complex, CNOT8-CNOT6L-specific",Q9UKZ1
7218,DTNBP1(splice variant 1B)-PRKDC-XRCC5-XRCC6 complex,P12956
7218,DTNBP1(splice variant 1B)-PRKDC-XRCC5-XRCC6 complex,P13010
7218,DTNBP1(splice variant 1B)-PRKDC-XRCC5-XRCC6 complex,P78527
7218,DTNBP1(splice variant 1B)-PRKDC-XRCC5-XRCC6 complex,Q96EV8-3
7219,DHHC6-SELK complex,Q9H6R6
7219,DHHC6-SELK complex,Q9Y6D0
7220,MSL complex,Q68DK7
7220,MSL complex,Q8N5Y2
7220,MSL complex,Q9H7Z6
7220,MSL complex,Q9HCI7
7221,NSL complex,O15294
7221,NSL complex,P51610
7221,NSL complex,P61964
7221,NSL complex,Q7Z3B3
7221,NSL complex,Q96EZ8
7221,NSL complex,Q9BVI0
7221,NSL complex,Q9H7Z6
7221,NSL complex,Q9H9L4
7221,NSL complex,Q9P2N6
7222,MMS19-XPD complex,P18074
7222,MMS19-XPD complex,Q96T76
7223,MMS19-FAM96B complex,Q96T76
7223,MMS19-FAM96B complex,Q9Y3D0
7224,HCF1-THAP11 complex,P51610
7224,HCF1-THAP11 complex,Q96EK4
7225,CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,O94776
7225,CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,Q14839
7225,CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,Q15672
7225,CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,Q16576
7225,CDH4-HDAC2-MTA2-RBBP7-TWIST1 complex,Q92769
7233,DLC1-DLGAP1-MYO5A complex,O14490
7233,DLC1-DLGAP1-MYO5A complex,Q96QB1
7233,DLC1-DLGAP1-MYO5A complex,Q9Y4I1
7234,DLGAP1-DLG4-DYNLL2 complex,O14490
7234,DLGAP1-DLG4-DYNLL2 complex,P78352
7234,DLGAP1-DLG4-DYNLL2 complex,Q96FJ2
7235,DISC1-DRD2 complex,P14416
7235,DISC1-DRD2 complex,Q9NRI5
7236,ATXN1-CIC complex,P54253
7236,ATXN1-CIC complex,Q96RK0
7239,CHRNA7-NMDAR1 complex,P36544
7239,CHRNA7-NMDAR1 complex,Q05586
7240,CHRNA7-GRIN2A complex,P36544
7240,CHRNA7-GRIN2A complex,Q12879
7241,SNCA-TUBB3 complex,P37840
7241,SNCA-TUBB3 complex,Q13509
7242,RPGRIP1-SPATA7 complex,Q96KN7
7242,RPGRIP1-SPATA7 complex,Q9P0W8
7243,AURKA-HRAS-RAF1 complex,O14965
7243,AURKA-HRAS-RAF1 complex,P01112
7243,AURKA-HRAS-RAF1 complex,P04049
7246,P53alpha-P53beta complex,P04637-1
7246,P53alpha-P53beta complex,P04637-2
7247,P53alpha-P53gamma complex,P04637-1
7247,P53alpha-P53gamma complex,P04637-3
7248,ABCB1-ANXA2-RACK1-SRC complex,P07355
7248,ABCB1-ANXA2-RACK1-SRC complex,P08183
7248,ABCB1-ANXA2-RACK1-SRC complex,P12931
7248,ABCB1-ANXA2-RACK1-SRC complex,P63244
7249,ERS1-MDM2 complex,P03372
7249,ERS1-MDM2 complex,Q00987
7250,ESR1-MDM4 complex,O15151
7250,ESR1-MDM4 complex,P03372
7251,IGBP1-MID1-PPP2CA complex,O15344
7251,IGBP1-MID1-PPP2CA complex,P67775
7251,IGBP1-MID1-PPP2CA complex,P78318
7252,"ING5 (BRPF2, MOZ, MORF) complex",O95696
7252,"ING5 (BRPF2, MOZ, MORF) complex",Q8WYB5
7252,"ING5 (BRPF2, MOZ, MORF) complex",Q8WYH8
7252,"ING5 (BRPF2, MOZ, MORF) complex",Q92794
7252,"ING5 (BRPF2, MOZ, MORF) complex",Q9HAF1
7253,"ING5 (BRPF3, MOZ, MORF) complex",Q8WYB5
7253,"ING5 (BRPF3, MOZ, MORF) complex",Q8WYH8
7253,"ING5 (BRPF3, MOZ, MORF) complex",Q92794
7253,"ING5 (BRPF3, MOZ, MORF) complex",Q9HAF1
7253,"ING5 (BRPF3, MOZ, MORF) complex",Q9ULD4
7254,"ING5 complex (ING5, JADE2, KAT7, MEAF6)",O95251
7254,"ING5 complex (ING5, JADE2, KAT7, MEAF6)",Q8WYH8
7254,"ING5 complex (ING5, JADE2, KAT7, MEAF6)",Q9HAF1
7254,"ING5 complex (ING5, JADE2, KAT7, MEAF6)",Q9NQC1
7255,"ING5 complex (ING5, JADE3, KAT7, MEAF6)",O95251
7255,"ING5 complex (ING5, JADE3, KAT7, MEAF6)",Q8WYH8
7255,"ING5 complex (ING5, JADE3, KAT7, MEAF6)",Q92613
